"名称","住所","linkNo","遺跡番号","地図","遺跡名","いせきめい","所在地","種別","時代","立地","遺跡概況","備考","市町村C","経度","緯度","分類"
"","","1865","33","12図","清川城跡","きよかわじょうあと","上鞆渕","城館跡","中世","山腹","石垣、土塁、空堀、曲輪、通路","","04 紀の川市粉河地区","135.467250784844","34.2524499174896","埋蔵文化財包蔵地_線"
"","","2222","29","7図","西渋田遺跡","にししぶたいせき","西渋田・島","散布地","古墳～奈良","丘陵端","溝、土師器、須恵器","","07 かつらぎ町かつらぎ地区","135.468763572204","34.2770768791378","埋蔵文化財包蔵地_線"
"","","2214","20","7図","背山城跡","せやまじょうあと","高田","城館跡","中世","山頂","曲輪","兄山城跡　　　　　鉢伏山城跡含む","07 かつらぎ町かつらぎ地区","135.453871603086","34.2847042953642","埋蔵文化財包蔵地_線"
"","","2210","16","8図","丁ノ町遺跡","ちょうのまちいせき","丁ノ町","出土地","古墳","丘陵端","土師器（壺棺）","","07 かつらぎ町かつらぎ地区","135.515592306871","34.307853377217","埋蔵文化財包蔵地_線"
"","","2211","17","7図","萩原Ⅱ遺跡","はぎわらにいせき","萩原","散布地","中世","丘陵端","土師器、瓦器、陶磁器","","07 かつらぎ町かつらぎ地区","135.468252249401","34.2890032140719","埋蔵文化財包蔵地_線"
"","","2200","6","7図","船岡山遺跡","ふなおかやまいせき","島","集落跡","縄文～中世","紀の川中島","竪穴住居跡、掘立柱建物、縄文土器、弥生土器、土師器、石包丁","","07 かつらぎ町かつらぎ地区","135.45378620641","34.2786807210462","埋蔵文化財包蔵地_線"
"","","2199","5","7図","移遺跡","うつりいせき","移","散布地","縄文","丘陵裾","石器、縄文土器","","07 かつらぎ町かつらぎ地区","135.457407118148","34.296525390847","埋蔵文化財包蔵地_線"
"","","2218","25","8図","皮張西城跡","かわはりにしじょうあと","宮本","城館跡","中世","山頂","空堀、土塁、曲輪","","07 かつらぎ町かつらぎ地区","135.499795023739","34.2648179183147","埋蔵文化財包蔵地_線"
"","","2215","22","7図","窪山城跡","くぼやまじょうあと","窪","城館跡","中世","丘陵","","城山","07 かつらぎ町かつらぎ地区","135.462371083001","34.2915729541598","埋蔵文化財包蔵地_線"
"","","2205","11","7図","萩原Ⅰ遺跡","はぎわらいちいせき","萩原","散布地","弥生～中世","丘陵端","土師器、弥生土器、瓦器、陶器","萩原駅家跡？","07 かつらぎ町かつらぎ地区","135.466116829215","34.2903319594783","埋蔵文化財包蔵地_線"
"","","2198","4","7図","佐野寺跡","さやでらあと","佐野","寺院跡","奈良","河岸段丘","法起寺式伽藍配置、■仏、瓦類、風招","旧：佐野廃寺","07 かつらぎ町かつらぎ地区","135.488671880309","34.2963903645375","埋蔵文化財包蔵地_線"
"","","2216","23","7図","草田山城跡","くさだやまじょうあと","大谷","城館跡","中世","丘陵頂","","","07 かつらぎ町かつらぎ地区","135.494867462433","34.2999994078412","埋蔵文化財包蔵地_線"
"","","2209","15","7図","大谷遺跡","おおたにいせき","大谷","散布地","縄文、中世","丘陵頂","縄文土器、瓦器、石器","","07 かつらぎ町かつらぎ地区","135.493510606575","34.2992225302296","埋蔵文化財包蔵地_線"
"","","2221","28","7図","窪・萩原遺跡","くぼ・はぎわらいせき","萩原・窪・背ノ山","護岸跡","近世","河岸段丘","護岸、石列","","07 かつらぎ町かつらぎ地区","135.465654166917","34.2861965321064","埋蔵文化財包蔵地_線"
"","","2204","10","7図","佐野遺跡","さやいせき","佐野","集落跡","弥生～古墳","河岸段丘","竪穴住居（円・方）、弥生土器、土師器、勾玉","","07 かつらぎ町かつらぎ地区","135.487258844013","34.296430774316","埋蔵文化財包蔵地_線"
"","","2201","7","7図","東渋田遺跡","ひがししぶたいせき","東渋田・西渋田・島","散布地","縄文～中世","丘陵端","縄文土器、弥生土器、瓦器、陶磁器、石鏃","","07 かつらぎ町かつらぎ地区","135.475323419679","34.2783127400887","埋蔵文化財包蔵地_線"
"","","1892","11","7図","宇野城跡","うのじょうあと","名手市場","城館跡","中世","河岸段丘","","宇野若狭守城跡","04 紀の川市那賀地区","135.438647975521","34.2781182098811","埋蔵文化財包蔵地_線"
"","","1861","29","12図","小飯盛城跡","こいいもりじょうあと","中鞆渕","城館跡","中世","山頂","不明瞭な平垣部を残す。","","04 紀の川市粉河地区","135.43239482926","34.2434273049479","埋蔵文化財包蔵地_線"
"","","1883","2","7図","名手下Ⅱ遺跡","なてしもにいせき","名手下","散布地","縄文～弥生","丘陵","石鏃、サヌカイト","","04 紀の川市那賀地区","135.446726174613","34.2896990163895","埋蔵文化財包蔵地_線"
"","","2485","17","19図","愛宕山城跡","あたごさんじょうあと","杉野原","城跡","中世","山頂","曲輪","","13 有田川町清水地区","135.50438204088","34.115306088083","埋蔵文化財包蔵地_線"
"","","1912","18","12図","垣内遺跡","かいといせき","垣内","散布地","","丘陵端","","","04 紀の川市桃山地区","135.415116394514","34.1874331526685","埋蔵文化財包蔵地_線"
"","","1749","19","12図","勝谷城跡","かちやじょうあと","勝谷","城館跡","室町","山頂","段","","03 紀美野町美里地区","135.451595349875","34.1796914651841","埋蔵文化財包蔵地_線"
"","","1746","16","18図","平岩城跡","ひらいわじょうあと","毛原下","城館跡","室町","山頂","曲輪","鉢伏山城跡","03 紀美野町美里地区","135.432871547797","34.1389252346152","埋蔵文化財包蔵地_線"
"","","1867","36","12図","中野南城跡","なかのみなみじょうあと","中鞆渕","城館跡","南北朝","山頂","0","","04 紀の川市粉河地区","135.451199741547","34.2157440926927","埋蔵文化財包蔵地_線"
"","","1741","11","12図","笹瀬遺跡","ささのせいせき","毛原上","出土地","弥生","山腹","手焙形土器（4）","","03 紀美野町美里地区","135.475093612058","34.1795214972824","埋蔵文化財包蔵地_線"
"","","1864","32","12図","秋葉山城跡","あきばやまじょうあと","中鞆渕","城館跡","中世","山頂","","","04 紀の川市粉河地区","135.452763933966","34.2192708112431","埋蔵文化財包蔵地_線"
"","","1754","25","12図","土井城跡","どいじょうあと","長谷宮","城館跡","中世","山頂","曲輪","","03 紀美野町美里地区","135.48780592359","34.1848807099424","埋蔵文化財包蔵地_線"
"","","2484","16","19図","阿瀬川氏天子城跡","あぜかわしてんしじょうあと","杉野原","城跡","中世","山頂","空濠、三段の曲輪、阿瀬川入道成仏（宗藤）の居城","","13 有田川町清水地区","135.499993163453","34.1173871887705","埋蔵文化財包蔵地_線"
"","","1740","10","12図","柳生橋遺跡","やぎゅうばしいせき","長谷宮","散布地","古墳","台地","土師器","","03 紀美野町美里地区","135.479340047322","34.1796843286943","埋蔵文化財包蔵地_線"
"","","1853","21","12図","鞆渕八幡神社遺跡","ともぶちはちまんじんじゃいせき","中鞆渕","神社跡","中世","山腹","瓦器、土師器","","04 紀の川市粉河地区","135.460532968014","34.2203049012645","埋蔵文化財包蔵地_線"
"","","1733","3","12図","馬場垣内遺跡","ばばがいといせき","長谷宮","散布地","縄文","台地","サヌカイト、石鏃","","03 紀美野町美里地区","135.480538956214","34.1831256185801","埋蔵文化財包蔵地_線"
"","","1747","17","18図","城山城跡","しろやまじょうあと","毛原中","城館跡","室町","山頂","堀","","03 紀美野町美里地区","135.458804611438","34.157180697503","埋蔵文化財包蔵地_線"
"","","2483","15","18図","土居城跡","どいじょうあと","久野原","屋敷跡","安土桃山","山麓","石垣","保田氏邸跡","13 有田川町清水地区","135.451834490952","34.0962106920435","埋蔵文化財包蔵地_線"
"","","2979","4","28図","平の段経塚","たいらのだんきょうづか","初湯川","経塚","鎌倉","山腹","和鏡、合子、刀子","","18 日高川町美山地区","135.436445919022","33.9704650528315","埋蔵文化財包蔵地_線"
"","","2980","5","28図","串本の宝篋印塔","くしもとのほうきょういんとう","串本","石塔","室町","丘陵裾","昭和61年現在の地に移る。","","18 日高川町美山地区","135.415152126223","33.955299902378","埋蔵文化財包蔵地_線"
"","","2983","8","28図","寒川経塚","そうがわきょうづか","寒川","経塚","鎌倉","丘陵裾","和鏡、陶壺","","18 日高川町美山地区","135.46606174958","33.9572779003853","埋蔵文化財包蔵地_線"
"","","2984","9","28図","安楽寺跡","あんらくじあと","寒川","寺院跡","鎌倉","丘陵裾","0","","18 日高川町美山地区","135.465528323716","33.9592048488492","埋蔵文化財包蔵地_線"
"","","2981","6","28図","寒川城跡","そうがわじょうあと","寒川273","城跡","鎌倉","丘陵裾","0","桝形城跡","18 日高川町美山地区","135.468214329478","33.9564283595503","埋蔵文化財包蔵地_線"
"","","2982","7","28図","寒川神社跡","そうがわじんじゃあと","寒川","神社跡","鎌倉","丘陵裾","0","","18 日高川町美山地区","135.469089063732","33.956037834016","埋蔵文化財包蔵地_線"
"","","2988","13","24図","小川屋敷跡","おがわやしきあと","寒川","屋敷跡","中世","山腹","0","","18 日高川町美山地区","135.497763421961","34.0197735815075","埋蔵文化財包蔵地_線"
"","","3715","3","58図","神田城跡","かんだじょうあと","周参見","城跡","中世","丘陵","空堀、曲輪","","24 すさみ町","135.501930417585","33.5560701939551","埋蔵文化財包蔵地_線"
"","","3714","2","58図","立野遺跡","たちのいせき","周参見","散布地","弥生～中世","沖積地","突帯文土器、弥生土器、土師器、須恵器、瓦器、石器、木製品、自然流路、水田区画","","24 すさみ町","135.50962174951","33.5548962525571","埋蔵文化財包蔵地_線"
"","","3723","10","58図","立野城跡","たちのじょうあと","周参見","城跡","中世","丘陵","0","","24 すさみ町","135.512139181997","33.5610184184748","埋蔵文化財包蔵地_線"
"","","3722","9","58図","藤原城跡","ふじわらじょうあと","周参見","城跡","中世","丘陵頂","石垣、土塁、空掘、腰曲輪","","24 すさみ町","135.50856878514","33.5483410060653","埋蔵文化財包蔵地_線"
"","","3623","10","57図","大向出城跡","おおむかいでじろあと","日置2120-1","城跡","中世","丘陵端","石垣、堀切","安宅城出城跡","22 白浜町日置川地区","135.446610280637","33.5578012543246","埋蔵文化財包蔵地_線"
"","","3615","2","57図","大古Ⅰ遺跡","おおふるいちいせき","大古","散布地","縄文～鎌倉","平地","土師器､須恵器、瓦器、石鏃","","22 白浜町日置川地区","135.460497235096","33.5781696384155","埋蔵文化財包蔵地_線"
"","","3618","5","57図","矢田遺跡","やたいせき","矢田","散布地","弥生","平地","弥生土器、石包丁","","22 白浜町日置川地区","135.463072146806","33.5847289873916","埋蔵文化財包蔵地_線"
"","","3622","9","57図","古武之関跡（ 古武之森城跡）","こぶのもりしろあと","安宅774","城跡","中世","山頂","石垣、曲輪、土塁、堀","","22 白浜町日置川地区","135.470980665338","33.5677375424914","埋蔵文化財包蔵地_線"
"","","3718","6","57図","小泊遺跡","おどまりいせき","小泊","散布地","弥生～中世","丘陵斜面","弥生土器、須恵器、製塩土器","","24 すさみ町","135.48828983894","33.5510332904271","埋蔵文化財包蔵地_線"
"","","3716","4","57図","中山城跡","なかやまじょうあと","周参見","城跡","中世","丘陵","空堀、土塁","","24 すさみ町","135.494664938311","33.5547788554727","埋蔵文化財包蔵地_線"
"","","3719","7","58図","周参見城跡","すさみじょうあと","周参見","城跡","中世","丘陵頂","石垣、堀切、曲輪、土塁","","24 すさみ町","135.497530821647","33.5473329381588","埋蔵文化財包蔵地_線"
"","","3435","13","35図","松本氏土居跡","まつもとしどいあと","宮代","屋敷跡","中世","丘陵裾","0","","21 田辺市龍神地区","135.498844867539","33.8933961204983","埋蔵文化財包蔵地_線"
"","","3379","140","41図","目吉良遺跡","めきらいせき","伏兎野","生産跡","近世","丘陵裾","松煙生産跡、素焼甕","","21 田辺市田辺地区","135.458690920802","33.8064525305248","埋蔵文化財包蔵地_線"
"","","3626","13","57図","八幡山城跡","はちまんやまじょうあと","矢田","城跡","中世","丘陵端","土塁、空堀、曲輪","","22 白浜町日置川地区","135.46519851496","33.5830866055494","埋蔵文化財包蔵地_線"
"","","3617","4","57図","安宅遺跡","あたぎいせき","安宅196-1622","散布地","弥生～古墳","丘陵裾","土師器､弥生土器","","22 白浜町日置川地区","135.464784215693","33.5809738380035","埋蔵文化財包蔵地_線"
"","","3629","16","57図","大野城跡","おおのじょうあと","大古","城跡","中世","丘陵","土塁、堀","","22 白浜町日置川地区","135.459521645782","33.5805065633994","埋蔵文化財包蔵地_線"
"","","3614","1","57図","塩野遺跡","しおのいせき","塩野","散布地","古墳","平地","土師器、製塩土器","","22 白浜町日置川地区","135.458940072501","33.5702810071182","埋蔵文化財包蔵地_線"
"","","3627","14","57図","勝山城跡","かつやまじょうあと","塩野","城跡","中世","山頂","土塁、空堀、曲輪","","22 白浜町日置川地区","135.46457395591","33.5717593573211","埋蔵文化財包蔵地_線"
"","","3616","3","57図","大古Ⅱ遺跡","おおふるにいせき","大古","散布地","弥生","平地","弥生土器","","22 白浜町日置川地区","135.459422271061","33.5771936863793","埋蔵文化財包蔵地_線"
"","","3471","47","41図","真砂城跡","まなごじょうあと","真砂","城跡","中世","丘陵端","空堀、曲輪","","21 田辺市中辺路地区","135.495142357005","33.7605050366397","埋蔵文化財包蔵地_線"
"","","3472","48","41図","鈴屋敷跡","すずやしきあと","真砂","城跡","中世","丘陵","石垣","","21 田辺市中辺路地区","135.493983913381","33.7693061824583","埋蔵文化財包蔵地_線"
"","","3046","52","33図","桜木山城跡","さくらぎやまじょうあと","清川","城跡","中世","山頂","0","","19 みなべ町南部川地区","135.417952976418","33.8482481112941","埋蔵文化財包蔵地_線"
"","","2986","11","23図","清井之上遺跡","せいのうえいせき","初湯川","集落跡","中世","山腹","屋敷跡、五輪塔","","18 日高川町美山地区","135.451350661766","34.0118897389519","埋蔵文化財包蔵地_線"
"","","3299","51","41図","但馬遺跡","たじまいせき","秋津川","散布地","縄文","丘陵裾","縄文土器、石器","","21 田辺市田辺地区","135.418446109046","33.8224131348098","埋蔵文化財包蔵地_線"
"","","3432","10","34図","鏡ヶ城跡","かがみがじょうあと","西","山城","中世","丘陵端","平地","","21 田辺市龍神地区","135.484696571723","33.8956322199111","埋蔵文化財包蔵地_線"
"","","2472","4","23図","清水遺跡","しみずいせき","清水","散布地","縄文","河岸段丘","石鏃、縄文土器（晩期）","","13 有田川町清水地区","135.430664007296","34.0844781968429","埋蔵文化財包蔵地_線"
"","","3433","11","34図","宮代砦跡","みやしろとりであと","宮代","山城","中世","丘陵端","墓石","","21 田辺市龍神地区","135.489145397481","33.9042595020778","埋蔵文化財包蔵地_線"
"","","3425","3","34図","鶴ヶ城跡","つるがじょうあと","東、西、宮代","城跡","中世","山頂","本丸・付曲輪・二の曲輪・空濠・石垣","","21 田辺市龍神地区","135.491304022687","33.8990564008078","埋蔵文化財包蔵地_線"
"","","3439","17","34図","松本氏居屋敷跡","まつもとしいやしきあと","東","館跡","中世","平地","0","","21 田辺市龍神地区","135.492986655821","33.8961433046462","埋蔵文化財包蔵地_線"
"","","3424","2","29図","東光寺跡","とうこうじあと","宮代","寺院跡","室町","丘陵","宝篋印塔、五輪塔残欠","","21 田辺市龍神地区","135.509973691698","33.9267099381316","埋蔵文化財包蔵地_線"
"","","2987","12","29図","新行屋敷跡","しんぎょうやしきあと","寒川","屋敷跡","中世","山腹","0","","18 日高川町美山地区","135.513092553533","33.9918598989053","埋蔵文化財包蔵地_線"
"","","3713","1","57図","上ミ山古墳","かみやまこふん","周参見","古墳","古墳","丘陵端","円墳、横穴式石室、須恵器（高杯）、土師器、武器、工具、玉類、金環","","24 すさみ町","135.485096281762","33.5495953276355","埋蔵文化財包蔵地_線"
"","","3423","1","34図","丹生神社経塚","にゅうじんじゃきょうづか","東","経塚","平安","河岸段丘","和鏡（6）、合子（1）、刀子（11）","","21 田辺市龍神地区","135.492589049219","33.8889741867482","埋蔵文化財包蔵地_線"
"","","3431","9","35図","宮代遺跡","みやしろいせき","宮代","出土地","縄文","山腹","大型スクレイパー？","","21 田辺市龍神地区","135.507329573085","33.9176005202531","埋蔵文化財包蔵地_線"
"","","3331","82","41図","馬我野遺跡","ばがのいせき","上野","経塚","江戸","山腹","一字一石経","","21 田辺市田辺地区","135.463527383834","33.7568049928529","埋蔵文化財包蔵地_線"
"","","3657","23","47図","生馬口遺跡","いくまぐちいせき","生馬","散布地","弥生","河川敷","0","","23 上富田町","135.433437535713","33.6922960928865","埋蔵文化財包蔵地_線"
"","","3658","24","47図","平見遺跡","ひらみいせき","生馬","散布地","縄文","丘陵端","縄文土器、石鏃、サヌカイト","","23 上富田町","135.431939670097","33.6896268072737","埋蔵文化財包蔵地_線"
"","","3647","13","47図","山王遺跡","さんのういせき","生馬","散布地","弥生","丘陵","弥生土器","","23 上富田町","135.429821163083","33.6884385766064","埋蔵文化財包蔵地_線"
"","","3646","12","47図","田熊遺跡","たくまいせき","岩田","散布地","弥生","丘陵","0","","23 上富田町","135.43906502516","33.6968093728356","埋蔵文化財包蔵地_線"
"","","3649","15","47図","三宝寺山狼煙跡","さんぼうじやまのろしあと","岩田","狼煙跡","江戸","山頂","0","","23 上富田町","135.438214945357","33.7044553599395","埋蔵文化財包蔵地_線"
"","","3640","6","47図","上殿遺跡","うえどんいせき","岩田","散布地","弥生～鎌倉","丘陵裾","弥生土器、須恵器、土師器、瓦器","","23 上富田町","135.446644991212","33.7082990793553","埋蔵文化財包蔵地_線"
"","","3675","39","47図","国陣山遺跡","くにじやまいせき","岩田","散布地","弥生","丘陵","0","","23 上富田町","135.451032148582","33.7129209567133","埋蔵文化財包蔵地_線"
"","","3639","5","47図","下岡遺跡","しもおかいせき","岡","散布地","古墳","丘陵裾","土師器、須恵器","","23 上富田町","135.444761884141","33.715539070182","埋蔵文化財包蔵地_線"
"","","3689","53","47図","城垣内遺跡","しろがいといせき","岡","散布地","歴史","丘陵裾","土師器","","23 上富田町","135.446720093021","33.7193718881268","埋蔵文化財包蔵地_線"
"","","3686","50","47図","森遺跡","もりいせき","岡","散布地","弥生","丘陵斜面","弥生土器","","23 上富田町","135.449200569072","33.7233795663288","埋蔵文化財包蔵地_線"
"","","3637","3","47図","射矢の谷遺跡","いやのたにいせき","岡","散布地","弥生","河岸段丘","弥生土器","","23 上富田町","135.447125240585","33.7214872934477","埋蔵文化財包蔵地_線"
"","","3688","52","47図","樫山遺跡","かしやまいせき","岡","散布地","歴史","丘陵斜面","土師器","","23 上富田町","135.446536095923","33.7242887871277","埋蔵文化財包蔵地_線"
"","","3685","49","47図","苔田遺跡","こけたいせき","岡","散布地","縄文","丘陵斜面","石器（投弾、石斧）","","23 上富田町","135.441128783758","33.7197388721899","埋蔵文化財包蔵地_線"
"","","3625","12","52図","中山城跡","なかやまじょうあと","田野井","城跡","中世","丘陵","土塁、腰曲輪、曲輪、堀","","22 白浜町日置川地区","135.444205693664","33.5947612368185","埋蔵文化財包蔵地_線"
"","","3444","3","42図","滝尻遺跡","たきじりいせき","栗栖川","散布地","縄文","丘陵裾","0","","21 田辺市中辺路地区","135.503664299353","33.7758139314992","埋蔵文化財包蔵地_線"
"","","3687","51","47図","田野丘遺跡","たのおかいせき","田熊","散布地","弥生","丘陵","弥生土器","","23 上富田町","135.43894540474","33.6941057485643","埋蔵文化財包蔵地_線"
"","","3450","13","42図","高原縄文遺跡","たかはらじょうもんいせき","高原","散布地","縄文","丘陵","0","","21 田辺市中辺路地区","135.527736159568","33.7937515952509","埋蔵文化財包蔵地_線"
"","","3330","81","47図","小川谷遺跡","おがわだにいせき","中三栖","散布地","弥生","山裾","弥生土器、石斧、石鏃","","21 田辺市田辺地区","135.455409918782","33.7499524568027","埋蔵文化財包蔵地_線"
"","","3690","54","47図","日吉神社境内遺跡","ひよしじんじゃけいざいいせき","生馬","散布地","歴史","平地","土師器","","23 上富田町","135.427961871442","33.6884269352656","埋蔵文化財包蔵地_線"
"","","3648","14","47図","山王古墳群","さんのうこふんぐん","生馬","古墳群","古墳","丘陵端","円墳、箱式石棺、土器、武具、武器","","23 上富田町","135.427476572323","33.6874784419736","埋蔵文化財包蔵地_線"
"","","3669","33","47図","塚山遺跡","つかやまいせき","生馬","散布地","弥生","丘陵","0","","23 上富田町","135.424863345657","33.6865121548983","埋蔵文化財包蔵地_線"
"","","3704","40","47図","岩田古墳群","いわたこふんぐん","岩田","古墳群","古墳","丘陵","0","","23 上富田町","135.433453872175","33.7018256146562","埋蔵文化財包蔵地_線"
"","","3650","16","47図","立平遺跡","たちだいらいせき","岩田","散布地","古墳","河岸段丘","0","","23 上富田町","135.430809046378","33.7013883502523","埋蔵文化財包蔵地_線"
"","","3638","4","47図","宮代遺跡","みやしろいせき","岡","散布地","古墳","河岸段丘","土師器","","23 上富田町","135.442744036846","33.720423156855","埋蔵文化財包蔵地_線"
"","","3666","30","47図","畑山遺跡","はたやまいせき","市ノ瀬","散布地","縄文","河岸段丘","縄文土器","","23 上富田町","135.453980561022","33.7060263479076","埋蔵文化財包蔵地_線"
"","","3694","58","47図","熊代左近之丞屋敷跡","くましろさこんのじょうやしきあと","市ノ瀬","館跡","中世","台地端","0","","23 上富田町","135.470917613055","33.7135493072394","埋蔵文化財包蔵地_線"
"","","3662","28","47図","市ノ瀬遺跡","いちのせいせき","市ノ瀬","散布地","縄文～中世","河川敷","縄文土器、弥生土器、陶磁器","","23 上富田町","135.472828527192","33.7159559776838","埋蔵文化財包蔵地_線"
"","","3329","80","47図","森遺跡","もりいせき","中三栖","散布地","弥生","山裾","弥生土器","","21 田辺市田辺地区","135.43439609943","33.7477486044856","埋蔵文化財包蔵地_線"
"","","3635","1","47図","日ノ熊遺跡","ひのくまいせき","岡","散布地","古墳","丘陵","土師器","","23 上富田町","135.442664303022","33.7316133063744","埋蔵文化財包蔵地_線"
"","","3444","3","42図","滝尻遺跡","たきじりいせき","栗栖川","散布地","縄文","丘陵裾","0","","21 田辺市中辺路地区","135.504534268414","33.7758150325905","埋蔵文化財包蔵地_線"
"","","3445","8","42図","滝尻宿坊遺跡","たきじりしゅくぼういせき","栗栖川","寺院跡","平安～鎌倉","丘陵裾","土師器、瓦質土器（練鉢）","","21 田辺市中辺路地区","135.504040141156","33.7749438382731","埋蔵文化財包蔵地_線"
"","","3679","43","47図","大谷尾崎遺跡","おおたにおざきいせき","朝来","散布地","弥生","山麓","弥生土器","","23 上富田町","135.419001824543","33.7090043255162","埋蔵文化財包蔵地_線"
"","","3570","50","47図","保呂遺跡","ほろいせき","保呂","散布地","弥生","台地","弥生土器、凹石、","","22 白浜町白浜地区","135.417737828161","33.6819042405243","埋蔵文化財包蔵地_線"
"","","3682","46","47図","小山遺跡","こやまいせき","市ノ瀬","散布地","弥生","丘陵裾","弥生土器","","23 上富田町","135.477067058361","33.7164871386142","埋蔵文化財包蔵地_線"
"","","3643","9","47図","竜松山城跡","りゅうしょうざんしろあと","市ノ瀬","城跡","弥生～中世","山頂","空堀、土塁","","23 上富田町","135.468310536026","33.7196769284158","埋蔵文化財包蔵地_線"
"","","3678","42","47図","汗川遺跡","あせがわいせき","市ノ瀬","散布地","弥生","丘陵斜面","弥生土器","","23 上富田町","135.470184189808","33.7223908745961","埋蔵文化財包蔵地_線"
"","","3660","26","47図","加茂遺跡","かもいせき","下鮎川","散布地","弥生","丘陵","0","","23 上富田町","135.478116534258","33.7206629715688","埋蔵文化財包蔵地_線"
"","","3698","62","47図","田上右京之進屋敷跡","たのうえうきょうのしんやしきあと","市ノ瀬","館跡","中世","平地","0","","23 上富田町","135.477766287898","33.7198746151673","埋蔵文化財包蔵地_線"
"","","3695","59","47図","田上吉之丞屋敷跡","たのうえきちのじょうやしきあと","下鮎川","館跡","中世","台地端","0","","23 上富田町","135.472475298036","33.7173522523067","埋蔵文化財包蔵地_線"
"","","3590","70","47図","蛇食城跡","じゃばみじょうあと","庄川","城跡","中世","山頂","土塁、石垣、曲輪、空堀、郭","","22 白浜町白浜地区","135.452963838483","33.6750615147438","埋蔵文化財包蔵地_線"
"","","3693","57","47図","玉置図書之介屋敷跡","たまきとしょうのすけやしきあと","市ノ瀬","館跡","中世","台地端","0","","23 上富田町","135.46251290661","33.7078815297043","埋蔵文化財包蔵地_線"
"","","3654","20","47図","西行遺跡","さいぎょういせき","市ノ瀬","散布地","弥生","丘陵裾","弥生土器","","23 上富田町","135.460361880494","33.7073546066167","埋蔵文化財包蔵地_線"
"","","3668","32","47図","円徳古銭出土地","えっとくこせんしゅつどち","市ノ瀬","出土地","中世","丘陵","古銭","","23 上富田町","135.458718694862","33.7052261281184","埋蔵文化財包蔵地_線"
"","","3667","31","47図","円徳遺跡","えっとくいせき","市ノ瀬","散布地","弥生","丘陵","弥生土器","","23 上富田町","135.45338319657","33.7038900395384","埋蔵文化財包蔵地_線"
"","","3642","8","47図","根皆田遺跡","ねかいたいせき","市ノ瀬","散布地","弥生","丘陵","0","","23 上富田町","135.458353960659","33.7217613399373","埋蔵文化財包蔵地_線"
"","","3701","29","47図","興禅寺経塚群","こうぜんじきょうづかぐん","市ノ瀬","経塚","近世","丘陵","0","経塚群","23 上富田町","135.469047733176","33.7093134393249","埋蔵文化財包蔵地_線"
"","","3684","48","47図","文珠山遺跡","もんじゅうやまいせき","市ノ瀬","散布地","弥生","丘陵斜面","弥生土器、石包丁","","23 上富田町","135.471596850556","33.7111478149999","埋蔵文化財包蔵地_線"
"","","3645","11","47図","中ノ岡遺跡","なかのおかいせき","市ノ瀬","散布地","弥生","河岸段丘","弥生土器","","23 上富田町","135.464920649231","33.7115574366157","埋蔵文化財包蔵地_線"
"","","3683","47","47図","宮ノ尾遺跡","みやのおいせき","市ノ瀬","散布地","弥生","丘陵裾","弥生土器","","23 上富田町","135.467079534529","33.7134800225281","埋蔵文化財包蔵地_線"
"","","3624","11","52図","田野井遺跡","たのいいせき","田野井1142","散布地","0","丘陵裾","土器","","22 白浜町日置川地区","135.450659744528","33.5904278380152","埋蔵文化財包蔵地_線"
"","","3628","15","52図","土井城跡","どいじょうあと","田野井","城跡","中世","丘陵端","石垣、腰曲輪、曲輪、土塁、堀","","22 白浜町日置川地区","135.448482118164","33.5981924666622","埋蔵文化財包蔵地_線"
"","","3697","61","47図","上村遺跡","かむらいせき","朝来","散布地","弥生～中世","平地","たたき石、弥生土器、須恵器、土師器、瓦器","","23 上富田町","135.427328595683","33.6987608090817","埋蔵文化財包蔵地_線"
"","","3672","36","47図","釣瓶山城跡","つるべやましろあと","岩田","城跡","中世～近世","山頂","段構","","23 上富田町","135.443103231108","33.6996949933908","埋蔵文化財包蔵地_線"
"","","3651","17","47図","塔ノ谷遺跡","とうのたにいせき","朝来","散布地","奈良","河岸段丘","石釜","","23 上富田町","135.427537394535","33.7005991616432","埋蔵文化財包蔵地_線"
"","","3448","11","42図","観音寺の板碑","かんのんじのいたひ","石船","碑","室町","河岸段丘","0","","21 田辺市中辺路地区","135.518773337282","33.7688998401528","埋蔵文化財包蔵地_線"
"","","3449","12","42図","中芝の板碑","なかしばのいたひ","栗栖川","碑","南北朝","丘陵","0","調査の結果碑建立地には埋蔵文化財存在しない","21 田辺市中辺路地区","135.512947181536","33.7886232534057","埋蔵文化財包蔵地_線"
"","","3323","75","47図","上万呂勾玉出土地","かみまろまがたましゅつどち","上万呂","古墳？","古墳","丘陵","勾玉","","21 田辺市田辺地区","135.417282591903","33.7402178963213","埋蔵文化財包蔵地_線"
"","","3442","1","42図","清姫墓の板碑","きよひめはかのいたひ","真砂","墳墓","南北朝","河岸段丘","0","","21 田辺市中辺路地区","135.497749659234","33.7575193464219","埋蔵文化財包蔵地_線"
"","","3443","2","42図","真砂墓地の板碑","まなごぼちのいたひ","真砂","碑","室町","河岸段丘","「紀伊続風土記」","","21 田辺市中辺路地区","135.499586019729","33.7619727606757","埋蔵文化財包蔵地_線"
"","","3674","38","47図","生馬板木遺跡","いくまいたぎいせき","生馬","松煙生産跡","近世","丘陵","0","","23 上富田町","135.464324160243","33.6779255151587","埋蔵文化財包蔵地_線"
